"STOP_ID","DIRECTION_ID","STOP_NAME","STATION_NAME","STATION_DESCRIPTIVE_NAME","MAP_ID","ADA","RED","BLUE","G","BRN","P","Pexp","Y","Pnk","O","Location"
30238,"S","47th (95th-bound)","47th","47th (Red Line)",41230,"true","true","false","false","false","false","false","false","false","false","(41.810318, -87.63094)"
30284,"S","Western (Loop-bound)","Western","Western (Brown Line)",41480,"true","false","false","false","true","false","false","false","false","false","(41.966163, -87.688502)"
30152,"W","Central Park (54th/Cermak-bound)","Central Park","Central Park (Pink Line)",40780,"true","false","false","false","false","false","false","false","true","false","(41.853839, -87.714842)"
30273,"N","Addison (Howard-bound)","Addison","Addison (Red Line)",41420,"true","true","false","false","false","false","false","false","false","false","(41.947428, -87.653626)"
30100,"S","Garfield (63rd-bound)","Garfield","Garfield (Green Line)",40510,"true","false","false","true","false","false","false","false","false","false","(41.795172, -87.618327)"
30131,"N","Adams/Wabash (Outer Loop)","Adams/Wabash","Adams/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40680,"false","false","false","true","true","false","false","false","false","false","(41.879507, -87.626037)"
30125,"N","North/Clybourn (Howard-bound)","North/Clybourn","North/Clybourn (Red Line)",40650,"false","true","false","false","false","false","false","false","false","false","(41.910655, -87.649177)"
30164,"S","South Blvd (Howard-Loop-bound)","South Boulevard","South Boulevard (Purple Line)",40840,"false","false","false","false","false","true","true","false","false","false","(42.027612, -87.678329)"
30033,"W","Ashland (Harlem-54th/Cermak-bound)","Ashland","Ashland (Green & Pink Lines)",40170,"true","false","false","true","false","false","false","false","true","false","(41.885269, -87.666969)"
30174,"S","Howard (95th-Bound)","Howard","Howard (Red, Purple & Yellow Lines)",40900,"true","true","false","false","false","false","false","false","false","false","(42.019063, -87.672892)"
30117,"E","Kostner (Loop-bound)","Kostner","Kostner (Pink Line)",40600,"true","false","false","false","false","false","false","false","true","false","(41.853751, -87.733258)"
30042,"E","Western (Forest Pk Branch) (O'Hare-bound)","Western","Western (Blue Line - Forest Park Branch)",40220,"false","false","true","false","false","false","false","false","false","false","(41.875478, -87.688436)"
30211,"N","Monroe (Howard-bound)","Monroe","Monroe (Red Line)",41090,"false","true","false","false","false","false","false","false","false","false","(41.880745, -87.627696)"
30276,"S","87th (95th-bound)","87th","87th (Red Line)",41430,"true","true","false","false","false","false","false","false","false","false","(41.735372, -87.624717)"
30037,"S","Sox-35th (95th-bound)","Sox-35th","Sox-35th (Red Line)",40190,"true","true","false","false","false","false","false","false","false","false","(41.831191, -87.630636)"
30101,"N","Foster (Linden-bound)","Foster","Foster (Purple Line)",40520,"false","false","false","false","false","true","true","false","false","false","(42.05416, -87.68356)"
30003,"E","Harlem (63rd-bound)","Harlem/Lake","Harlem/Lake (Green Line)",40020,"true","false","false","true","false","false","false","false","false","false","(41.886848, -87.803176)"
30248,"S","Jefferson Park (Forest Pk-bound)","Jefferson Park","Jefferson Park (Blue Line)",41280,"true","false","true","false","false","false","false","false","false","false","(41.970634, -87.760892)"
30093,"W","Racine (Forest Pk-bound)","Racine","Racine (Blue Line)",40470,"false","false","true","false","false","false","false","false","false","false","(41.87592, -87.659458)"
